Speed_Diff,Attack_Diff,Defense_Diff,Sp. Atk_Diff,Sp. Def_Diff,HP_Diff,Type_Win_Score,p1_win
-5,5,25,-10,-10,5,0.0,0
-50,-45,0,-55,-45,-25,-1.0,0
-24,-66,-4,-11,1,-24,0.0,0
-25,-25,-17,-18,-29,-25,0.0,0
-5,-30,-10,70,60,3,0.0,0
-60,-44,-20,0,15,-22,0.0,0
101,2,20,37,35,-30,1.5,1
-37,50,-30,-15,-40,-43,0.0,0
30,-100,-70,5,-50,-32,0.0,0
20,103,32,75,40,20,0.0,1
-3,5,3,-15,55,15,0.0,0
25,-9,-18,28,9,-13,0.0,1
25,-42,3,45,20,-9,1.0,1
-26,-40,-30,-87,-31,119,0.0,0
-20,-15,-26,-30,-31,20,0.0,0
19,76,51,42,56,47,0.0,1
15,-25,-25,-5,-10,-45,0.0,0
-5,30,35,55,50,79,0.0,0
58,45,20,40,15,27,0.0,1
-15,45,50,-55,-55,35,0.0,0
-55,-40,40,15,40,-45,0.0,0
31,-9,2,67,43,-29,1.0,1
0,21,-18,26,-13,-9,0.0,0
-15,75,70,20,40,-5,0.0,0
61,47,43,38,3,-33,-1.5,1
59,62,17,88,33,-19,0.0,1
-29,-85,47,-10,47,-15,0.0,0
37,45,20,65,20,53,0.0,1
35,90,15,-15,20,30,0.0,1
-7,22,40,15,15,21,1.5,0
-35,-20,-2,-7,18,-14,0.0,0
-38,-35,65,60,-15,-10,1.0,0
-17,18,24,8,30,22,0.0,0
0,20,30,-10,0,15,0.0,0
-50,-35,25,30,35,25,0.0,0
-19,55,32,25,32,34,0.0,0
-32,-26,51,-4,53,3,0.0,0
-40,-10,5,-25,0,30,0.0,0
-41,-75,-10,-47,-10,0,1.0,0
20,-25,-20,50,30,40,0.0,1
-49,41,23,-74,-5,20,0.0,0
10,15,25,40,30,5,0.0,1
-18,-41,-13,-31,7,-44,0.0,0
-80,15,5,0,-10,0,1.5,1
-35,-31,-19,-21,-9,-34,0.0,0
70,12,-23,-23,-33,-40,0.0,1
-22,35,39,29,22,7,0.0,0
-14,-3,15,34,48,18,1.5,0
-25,30,11,5,1,42,0.0,0
-80,-5,5,-50,-60,-10,0.0,0
-18,33,-17,8,-85,-6,0.0,0
4,-32,-48,6,-69,13,0.0,1
40,-10,-75,55,-25,25,0.0,1
18,23,26,28,8,30,-1.5,1
19,-25,10,-55,0,6,0.0,1
7,-10,58,-21,23,-48,0.0,1
47,3,-7,19,17,-17,0.0,1
-60,-55,-15,-55,-15,-65,0.0,0
-22,10,55,-10,-15,-18,0.0,0
50,90,-85,62,-85,15,0.0,1
-23,-30,15,-19,-13,-15,-1.0,0
-3,-22,-1,-9,29,-1,0.0,0
-12,-49,-15,-22,-35,-39,0.0,0
50,43,-49,23,-9,30,0.0,1
-9,-65,-43,-35,-23,-65,0.0,0
20,-20,6,25,6,-5,0.0,1
-30,-4,-22,11,-29,-11,0.0,0
-30,-14,-28,-59,-35,-28,0.0,0
-5,10,-50,23,-70,-20,0.0,0
19,13,10,-44,-28,12,1.5,1
-50,-35,5,-30,-20,-5,0.0,0
-8,4,-15,-48,10,-18,-1.5,0
74,61,10,61,35,20,0.0,1
30,-35,-10,-10,10,-38,0.0,1
-35,-33,-33,-56,-69,-48,0.0,0
60,70,35,-5,-15,40,0.0,1
-20,45,44,15,9,-18,0.0,0
32,26,-45,-49,-60,0,0.0,1
29,16,80,-34,15,-5,0.0,1
-50,-60,-5,-25,0,45,0.0,0
-62,-17,18,-52,-17,130,0.0,0
-13,-3,-20,48,-7,-25,0.0,0
-35,-30,30,20,-15,-35,0.0,0
76,-13,7,27,-5,24,0.0,1
-20,-10,-35,-40,-50,-25,0.0,0
13,80,37,90,30,45,-1.5,1
66,57,-11,26,-7,23,0.0,1
-6,-20,14,25,24,-26,0.0,0
-25,-19,10,-11,-5,-25,0.0,0
83,29,-24,-16,-39,-34,0.0,1
4,35,40,-20,-10,30,0.0,1
3,-59,-58,-30,-45,-46,0.0,1
3,11,22,-4,32,16,0.0,1
32,15,55,34,90,10,0.0,1
-5,7,-117,30,5,4,0.0,0
-52,70,42,72,51,8,0.0,1
9,1,-15,-19,-25,9,0.0,1
10,0,15,33,16,17,0.0,1
10,30,50,-70,0,-25,0.0,1
55,35,45,-5,25,20,0.0,1
-30,-30,10,-30,-10,-30,0.0,0
10,-39,-41,-20,-15,25,0.0,1
-25,70,-5,-40,-55,15,0.0,0
25,18,25,-2,-2,20,0.0,1
55,-44,-36,-6,36,-25,0.0,1
-27,-59,-73,-39,-63,16,0.0,0
-26,35,15,5,0,11,0.0,0
-50,-5,-5,-15,-15,-20,0.0,0
-125,-65,-55,-100,-60,45,0.0,1
-15,-55,-40,85,25,-5,0.0,0
58,8,19,37,60,17,0.0,1
-54,12,15,29,28,52,-1.5,0
-14,-6,35,29,65,15,0.0,0
5,20,50,-20,20,-10,0.0,1
5,85,20,40,35,45,0.0,1
-25,-35,-5,-25,-5,-35,0.0,0
-23,10,25,-57,-10,10,0.0,0
70,35,35,115,45,40,0.0,1
-65,-75,0,-25,10,-10,1.5,0
39,43,33,55,34,21,0.0,1
-31,55,15,-50,0,11,0.0,0
-14,87,182,7,32,20,0.0,0
58,48,22,112,78,32,0.0,1
-8,-40,-65,15,-45,-5,0.0,0
5,-20,-145,30,-25,-7,0.0,1
5,20,-41,39,-15,-28,0.0,1
41,16,2,16,-8,4,1.5,1
-72,21,-27,-4,-32,24,0.0,1
-20,5,35,65,55,5,0.0,0
10,15,7,17,6,-146,0.0,1
-16,13,-38,31,-9,8,0.0,0
-5,23,-60,-93,-45,5,0.0,0
-26,50,14,17,18,12,-1.5,0
5,-10,-25,-18,-25,-40,0.0,1
-15,-35,-21,-105,-21,-65,0.0,0
45,-5,-5,-15,-15,-35,0.0,1
20,20,5,20,5,10,0.0,0
-36,20,0,10,10,11,0.0,0
-25,-35,40,-55,-35,-43,0.0,0
-55,-55,-50,-55,40,190,0.0,0
50,17,-12,35,25,-11,1.0,1
-33,-73,-24,-55,-47,-30,0.0,0
15,-25,15,50,0,-45,0.0,1
75,45,-15,100,50,35,0.0,1
28,-30,3,5,15,-2,0.0,1
-59,45,73,1,-44,38,0.0,1
-13,50,38,5,-8,48,-1.0,0
25,-15,65,25,75,65,0.0,1
88,67,47,52,65,26,0.0,1
-10,-113,-80,-5,-70,-30,0.0,0
35,55,-20,55,-35,0,0.0,1
-15,88,82,-10,5,65,-1.0,0
-51,-50,-5,-15,50,16,0.0,0
-35,45,70,-25,0,15,0.0,0
5,-45,-40,-20,-25,-10,0.0,1
-65,40,-5,5,-5,25,1.0,1
33,2,7,59,29,-40,0.0,1
37,-44,44,-49,-71,-32,0.0,0
32,-11,-12,45,-5,8,0.0,1
-4,-62,-38,-32,-24,-35,1.0,0
49,29,25,43,41,29,1.5,1
-31,-29,-32,-29,-22,33,0.0,0
0,7,-25,-75,-60,-80,-1.0,0
-5,50,5,80,60,30,0.0,0
0,49,-24,41,-36,0,0.0,0
-50,30,60,-10,30,-20,0.0,1
15,8,-30,-15,-30,-25,0.0,1
2,-45,-31,-70,-36,-25,0.0,1
70,55,5,-10,15,0,-1.0,1
5,40,90,-45,80,-5,0.0,1
-65,-75,20,-50,-10,-10,0.0,0
10,22,-75,-11,-25,-10,0.0,1
82,102,45,35,45,21,0.0,1
-10,-15,-35,-20,-10,-5,0.0,0
-49,-65,-27,-50,-22,-62,0.0,0
45,2,4,56,46,12,1.0,1
55,10,35,-25,5,-5,0.0,1
51,46,25,15,15,38,0.0,1
-26,-130,-120,-100,-50,-50,1.0,0
16,-28,-32,12,1,26,0.0,1
28,27,0,-13,-45,-5,0.0,1
19,-24,5,-54,5,-15,0.0,1
25,30,-140,60,-5,-5,0.0,1
20,125,15,-2,23,4,0.0,1
10,-43,-57,-100,-60,-40,-1.0,1
0,-4,-32,26,31,19,0.0,0
30,35,-50,-40,-40,-5,0.0,1
-18,-7,27,53,37,62,0.0,0
17,-40,13,-45,10,10,-1.5,1
0,35,-5,20,-15,20,0.0,0
78,27,-60,17,-20,20,-1.0,1
-26,47,47,-36,0,18,0.0,0
-26,-30,-35,-20,-25,-38,0.0,0
-20,-10,-40,-20,-40,-10,1.5,0
105,-50,-20,145,10,-65,0.0,1
-4,95,49,5,70,55,0.0,0
-90,-35,-50,-35,-40,-6,0.0,0
-15,55,165,35,45,30,0.0,1
15,5,-50,5,-50,-25,0.0,1
-75,-55,130,-55,0,5,0.0,0
-25,5,-19,-80,-24,-8,0.0,0
-64,-71,-55,-71,-55,-60,0.0,0
-61,-22,8,-21,-33,16,0.0,0
-20,-23,-100,0,-30,-19,0.0,0
20,-135,-70,75,-50,-35,0.0,1
52,15,18,45,0,5,-1.5,1
-45,-110,-5,-50,-35,-15,0.0,0
0,-55,-5,0,-10,-30,0.0,0
-43,-110,-75,-30,50,170,0.0,0
-52,42,61,6,41,2,0.0,1
0,14,10,-30,5,-1,0.0,0
60,30,70,20,80,50,0.0,1
39,75,47,75,42,44,0.0,1
63,40,35,39,43,-5,0.0,1
-50,-35,0,-10,-10,-15,0.0,0
5,-25,-15,5,45,-10,0.0,1
-64,-11,20,-1,-15,-20,0.0,0
52,-30,15,-30,15,-2,1.5,1
65,105,10,-10,10,40,0.0,1
20,10,-15,25,5,-15,0.0,1
-9,-27,50,50,65,10,0.0,0
5,-25,-28,-5,-28,-34,0.0,1
0,-60,-25,30,50,-25,0.0,0
81,44,25,53,12,23,1.0,1
7,-39,-40,-14,0,-4,0.0,1
-118,-42,83,-67,15,24,0.0,0
-10,-20,-25,25,-25,5,0.0,0
-50,-5,-10,-45,40,70,0.0,1
17,1,-6,-25,-27,0,0.0,1
62,53,5,70,-15,40,0.0,1
-22,-90,-44,10,-55,-44,0.0,0
18,-15,-5,-45,-56,-24,0.0,1
8,10,28,-30,-33,16,0.0,1
-40,-65,-50,-90,-50,-40,0.0,0
3,7,122,-26,-11,-40,-1.0,1
-21,-28,25,4,17,-47,0.0,0
-35,-40,10,30,-5,-35,0.0,0
35,5,-14,0,-21,20,0.0,1
-40,-75,10,-45,30,-5,0.0,0
-5,15,20,90,0,30,0.0,0
4,-34,-4,-9,4,-10,-1.5,1
-19,27,83,4,24,37,0.0,0
-90,-125,20,-135,20,-15,0.0,0
50,-30,-21,25,-56,-10,0.0,0
-15,95,50,0,35,25,-1.0,0
37,36,-2,-15,30,17,0.0,1
30,18,7,-25,5,5,0.0,1
-10,90,35,35,35,40,0.0,0
-3,-5,5,5,60,25,-1.0,0
-40,15,90,20,20,20,0.0,0
-30,-100,-85,-15,0,0,0.0,0
110,25,0,100,55,20,0.0,1
-8,21,0,-55,-35,-5,0.0,0
-32,-46,-50,-12,-20,-8,-1.0,0
25,40,-60,-55,-120,-15,0.0,1
2,-45,-40,5,-10,-30,0.0,1
-45,-45,-9,-55,-19,-115,0.0,0
15,-25,35,20,65,50,0.0,1
-60,-5,105,45,55,23,0.0,0
-10,-5,-15,-20,10,5,0.0,0
-58,-82,-10,-70,-20,-50,0.0,0
-85,-32,-53,-30,-35,-5,0.0,0
18,-16,16,19,101,-29,0.0,1
55,-20,-5,35,45,-5,0.0,1
17,1,-15,-20,-30,-25,0.0,1
-45,30,25,20,35,69,0.0,0
-26,-27,-22,-12,-27,-25,0.0,0
-35,12,8,-25,-10,5,0.0,0
-40,-40,-10,-110,-80,-5,0.0,0
17,28,12,82,45,14,0.0,1
17,-3,10,21,25,0,0.0,1
80,10,30,35,55,20,0.0,1
0,-5,10,35,45,25,0.0,0
30,15,25,-3,-7,28,0.0,1
-24,-14,51,-46,4,-11,0.0,0
40,25,3,-40,20,-3,0.0,1
2,44,45,74,0,10,0.0,1
31,55,-5,65,5,19,0.0,1
55,70,75,50,55,57,-1.0,1
45,-30,-70,60,-30,15,0.0,1
-80,-20,-15,-75,-60,-15,0.0,0
-30,-50,-5,-70,-75,10,0.0,0
-50,-60,0,-40,-30,-25,0.0,0
15,33,2,-3,2,20,0.0,1
-70,-18,-10,8,-20,4,0.0,0
-15,95,15,95,85,15,0.0,0
-10,90,50,65,45,110,0.0,0
0,77,50,10,20,40,0.0,0
66,-15,7,75,77,10,0.0,1
75,50,-15,80,50,15,0.0,1
20,-110,-90,10,-15,-10,0.0,1
-53,12,18,-32,-28,8,0.0,0
5,-70,-93,-67,-90,-40,-1.5,1
-10,50,55,-15,-10,40,0.0,0
165,60,35,70,65,0,0.0,1
40,18,-23,-26,-62,38,0.0,1
26,30,40,50,5,23,0.0,1
-50,-30,1,-81,-9,-41,0.0,0
-40,-15,25,-35,20,5,0.0,0
-10,30,76,40,36,-70,0.0,0
-60,-5,25,-30,-30,-15,0.0,0
25,0,30,-25,-15,-65,0.0,1
85,-80,5,80,-15,-10,0.0,0
12,-10,-34,0,5,17,0.0,1
-43,5,68,10,-35,35,-1.5,0
34,38,23,95,85,30,0.0,1
-45,-15,20,-35,-30,-15,-1.0,0
48,47,45,30,25,15,0.0,1
-30,45,20,-55,-85,-25,0.0,0
40,-32,-52,66,-1,-17,0.0,1
48,32,32,64,14,-50,0.0,1
5,-45,-10,-13,-15,-22,0.0,1
-19,101,104,-36,4,57,0.0,1
-30,0,-20,-20,-20,-20,0.0,0
-25,45,20,55,15,35,0.0,0
38,-52,0,105,25,-35,0.0,1
21,-20,57,50,57,5,0.0,1
-57,-97,-32,-77,-96,84,0.0,0
-5,-40,-15,-15,-5,-20,0.0,0
-55,-30,-37,-50,-30,-20,0.0,0
-31,3,16,14,-8,7,0.0,0
-37,-45,16,20,36,-5,0.0,0
-23,-46,-45,-68,-64,-42,0.0,0
-60,-30,6,-70,-24,23,0.0,0
37,-55,-61,5,14,-55,0.0,1
55,70,40,-5,50,15,0.0,1
10,0,0,-55,-75,-25,0.0,1
-66,1,-21,-24,-31,-34,0.0,0
10,-10,-15,-45,-50,-85,0.0,1
-45,45,35,-15,15,45,0.0,1
33,35,85,8,38,14,0.0,1
67,58,47,68,-9,-46,0.0,1
96,6,-68,26,-53,1,0.0,0
26,-10,54,22,-6,-18,0.0,1
-11,-3,58,-2,58,20,0.0,0
80,5,-26,50,9,-38,0.0,1
-42,-30,-31,-51,-47,-25,0.0,0
29,60,-37,20,-37,25,0.0,1
-20,45,-5,20,15,-75,0.0,0
120,65,-55,109,5,56,0.0,0
44,-58,-26,-41,-4,-35,0.0,1
55,-10,-45,-50,-30,-50,-1.0,0
-49,50,32,5,-3,14,0.0,1
-70,30,40,-25,-5,20,0.0,0
-10,25,23,5,10,35,0.0,0
-26,-2,8,3,-2,15,0.0,0
-28,-18,33,-52,-3,-102,-1.0,0
-50,-25,-5,-15,-15,-30,0.0,0
-50,-54,-38,-129,-85,-28,-1.0,0
-66,5,5,-65,-20,11,0.0,0
15,60,0,-35,-55,15,0.0,1
6,-61,-40,-22,15,-15,0.0,1
3,85,131,20,1,30,0.0,1
0,35,50,-15,-35,10,0.0,0
10,35,-185,15,-205,35,0.0,1
-41,-23,10,-63,-50,-15,0.0,0
-10,-5,5,55,35,15,0.0,0
-13,-45,-15,-75,-15,-12,0.0,0
75,35,42,50,65,10,0.0,0
38,3,-27,-31,-19,9,0.0,1
18,65,27,32,26,85,0.0,1
20,10,-15,-19,-19,-15,0.0,1
15,-70,-44,0,-44,-82,0.0,0
-45,0,15,-35,15,-105,0.0,0
-40,-10,60,50,15,-20,0.0,0
45,15,20,43,45,20,0.0,1
-47,7,33,-21,16,-13,0.0,0
-15,5,100,0,30,-5,0.0,0
-56,73,-15,8,-5,5,-1.0,1
-23,12,-15,-55,-25,-13,0.0,0
16,15,-63,15,-78,0,0.0,1
-15,40,-75,-55,-95,-40,0.0,0
38,25,50,29,33,25,0.0,1
14,0,-10,0,-10,0,0.0,1
24,10,-50,-67,-78,-5,0.0,1
25,-44,-9,-5,-9,-21,0.0,0
15,10,10,10,15,15,0.0,1
-16,13,-10,-79,-53,-23,1.0,0
24,10,33,30,88,35,-1.0,1
60,-40,0,45,50,-115,0.0,0
-42,-29,-47,-54,-42,-6,0.0,0
2,-49,-30,-7,-10,-5,0.0,1
-16,-26,-20,11,-5,11,0.0,0
31,77,2,60,71,29,0.0,1
0,-3,6,5,6,12,0.0,0
-19,-23,8,-1,29,-23,0.0,0
-20,30,-50,-85,-60,-8,0.0,0
-5,20,5,10,-20,-10,0.0,0
34,17,23,54,13,3,0.0,1
9,-29,-35,-24,-40,-15,0.0,1
-24,-13,7,49,37,55,0.0,0
-75,-85,-45,-125,-95,-50,0.0,0
40,-35,-60,-50,-60,-35,0.0,1
-20,100,79,15,4,67,0.0,1
-78,-52,-41,2,-7,16,0.0,0
31,-19,-1,-9,4,-6,0.0,1
-58,-60,20,50,45,-15,1.0,0
46,-32,-17,33,-22,-15,0.0,1
60,20,4,50,44,-23,0.0,1
60,110,-40,114,30,41,0.0,1
-52,37,25,62,30,18,0.0,0
-18,70,66,16,32,35,-1.0,0
20,2,-65,42,35,30,0.0,1
60,20,-20,-5,-5,-55,0.0,1
31,14,7,28,2,23,0.0,1
61,55,20,23,10,-6,0.0,1
-40,-135,-65,-10,-20,-90,0.0,0
-6,21,5,40,5,5,1.0,0
35,30,-3,-35,-20,-15,0.0,1
70,85,45,15,65,8,0.0,1
22,-16,7,-31,-3,-24,0.0,1
-30,50,30,10,20,25,0.0,0
1,22,3,44,37,55,-1.5,1
-22,2,12,-1,-6,-35,0.0,0
32,12,-26,-6,-46,-4,0.0,1
60,15,85,70,85,28,0.0,1
-25,25,-40,-55,-25,0,0.0,0
10,-45,-35,10,10,-55,0.0,1
-40,-7,-43,-32,-47,-36,0.0,0
-30,-90,-115,-20,5,-35,0.0,0
-10,-89,-45,-10,-20,-31,0.0,0
30,-50,-10,5,-10,0,0.0,1
45,-20,15,65,25,0,0.0,1
0,-30,-130,-10,-5,-35,0.0,0
0,20,-31,89,5,17,0.0,0
-15,75,50,-40,5,60,0.0,0
-42,12,33,32,34,36,1.0,0
0,25,40,5,25,30,0.0,0
18,17,-22,27,-12,8,0.0,1
-11,-65,-13,-70,0,13,0.0,0
-70,-60,-72,-50,-70,-40,0.0,0
-33,-5,-20,-25,-20,8,0.0,0
-40,-75,-55,-30,-10,-40,0.0,0
-15,-60,-77,5,-30,20,0.0,0
11,26,10,4,-5,-6,0.0,1
92,65,-18,48,6,34,0.0,1
30,80,75,50,50,45,0.0,1
55,-25,-5,0,10,20,0.0,1
0,35,45,85,35,70,0.0,0
-48,20,130,-24,12,-10,0.0,0
-30,25,5,20,0,30,0.0,0
42,60,25,35,5,38,0.0,1
31,-25,57,20,62,-15,0.0,1
35,125,55,80,45,-35,0.0,1
41,38,-20,38,-40,4,0.0,1
95,-74,-15,120,15,-34,0.0,0
-51,27,1,-13,1,0,0.0,0
-55,-5,-25,-35,-75,15,0.0,0
65,20,-60,5,30,10,0.0,1
20,-5,60,20,25,25,0.0,1
-45,0,5,-45,0,20,0.0,0
-50,-30,-50,-65,-45,-35,-1.0,0
-19,27,62,-3,32,10,0.0,0
25,-20,5,60,5,-45,0.0,1
-30,15,66,-15,-19,-60,0.0,0
-6,5,-5,14,9,6,0.0,0
-45,-55,-60,55,35,20,1.5,0
-33,-37,0,8,55,25,0.0,0
81,-20,10,30,5,13,0.0,1
40,10,15,60,70,25,0.0,1
-5,-40,20,5,85,-50,-1.0,0
40,-65,-65,-25,-65,-30,0.0,0
-20,45,32,-10,-70,3,0.0,0
27,47,30,20,26,46,0.0,1
-12,17,-23,11,13,17,0.0,0
-2,82,-25,-73,-25,33,0.0,0
-42,-83,-8,-31,12,43,0.0,0
18,59,25,35,25,43,0.0,1
-41,54,25,3,66,119,0.0,1
-10,40,35,-5,15,25,0.0,0
-10,-45,-10,30,15,10,0.0,0
18,2,-25,60,50,40,0.0,1
-5,70,55,-65,-5,-25,0.0,0
35,-55,0,0,5,-5,0.0,1
37,34,28,4,28,13,0.0,1
-40,5,15,-80,-20,-35,0.0,0
-10,-20,-15,4,4,-20,0.0,0
-30,60,19,10,-1,-18,0.0,0
5,50,30,-15,-5,25,0.0,1
30,36,-32,31,21,34,1.5,1
-10,-30,7,20,-13,0,0.0,0
-23,-82,-15,-52,-20,-5,0.0,0
-26,-14,2,-13,16,26,1.5,0
15,-23,-57,5,-30,-21,0.0,1
76,57,12,34,48,23,0.0,1
95,20,-110,50,-90,30,0.0,1
15,-25,-52,30,15,25,0.0,1
30,30,20,35,5,90,0.0,1
-67,-51,-24,-6,-4,-15,0.0,0
13,7,18,28,35,41,0.0,1
-59,-24,-10,-86,-55,-31,0.0,0
-35,84,190,5,30,37,0.0,0
0,-20,53,5,50,27,0.0,0
0,127,100,117,40,-10,0.0,0
0,-30,0,5,25,0,0.0,0
20,36,22,0,15,22,0.0,1
-60,-77,-47,-107,-67,-20,0.0,0
-70,-65,-100,-55,-60,-20,0.0,0
-25,5,-15,0,-20,-15,0.0,0
32,42,-25,-5,16,21,0.0,1
35,30,-45,-5,-25,-10,0.0,1
42,15,-6,45,4,98,0.0,1
41,40,15,43,40,54,0.0,1
-20,50,25,-65,-25,55,1.0,1
-44,-41,35,-86,-33,-26,0.0,0
-32,-77,-46,3,-40,-43,0.0,0
-44,26,59,4,-1,7,0.0,0
-17,15,-2,5,-5,-12,0.0,0
65,40,-20,-15,10,25,0.0,1
-38,-27,-55,-64,-35,-51,1.5,0
47,63,-2,11,-27,-53,1.0,1
57,20,10,5,0,33,0.0,1
-15,-30,5,18,12,7,0.0,0
49,25,7,10,54,40,0.0,1
54,46,-10,85,0,5,0.0,1
-10,5,55,-5,55,-15,0.0,0
47,80,28,30,-25,-60,0.0,1
-45,-42,-23,-60,-40,-20,0.0,0
30,2,32,88,83,50,0.0,1
32,37,15,30,5,30,0.0,1
10,-73,-35,-33,-5,-13,0.0,1
20,5,30,59,44,30,0.0,1
-3,5,-11,-40,14,0,0.0,0
-25,-75,45,20,70,-10,0.0,0
-52,0,60,-45,35,5,0.0,0
-11,-42,3,-45,-30,-50,0.0,0
25,-30,-15,40,-15,-15,0.0,1
11,-45,-55,-47,-53,-25,0.0,1
-35,60,10,15,-35,-5,0.0,0
-7,53,10,-58,-3,30,0.0,0
8,-28,-16,-50,-31,-74,1.0,1
-50,35,35,-75,-55,-20,0.0,0
34,-17,-13,1,-19,8,0.0,1
7,-2,13,38,13,50,0.0,1
-30,5,20,-10,-5,25,0.0,0
30,-18,-45,-3,5,10,0.0,1
-50,-43,-45,-40,-45,-14,0.0,0
13,-23,35,100,45,60,1.0,1
-65,-20,-55,-15,-55,15,0.0,0
30,-10,-50,-10,-55,-20,1.5,1
0,-85,-40,-115,-40,-30,0.0,0
75,30,45,55,45,65,0.0,1
-60,-125,-50,-135,-35,-50,0.0,0
18,69,0,65,-10,10,0.0,1
0,35,-20,50,5,20,0.0,0
7,22,-20,-80,-45,-14,0.0,1
-30,-35,25,-30,25,30,0.0,0
0,15,35,-30,5,-85,0.0,0
-46,60,55,-22,38,-1,0.0,0
-51,-30,-10,-20,10,1,0.0,0
5,-30,-35,-55,-50,-79,0.0,1
2,-69,37,31,-31,-30,0.0,1
15,40,30,89,25,41,0.0,1
22,-25,-41,5,18,-4,0.0,1
60,90,61,65,0,23,-1.5,1
45,-30,-60,0,-40,-20,0.0,1
-41,-43,12,-53,2,-5,0.0,0
2,0,-15,-15,-15,-17,0.0,1
165,40,45,40,35,-19,0.0,1
-12,-3,-25,-2,-20,23,0.0,0
20,7,-4,-11,8,-50,0.0,1
-45,50,10,25,-10,30,0.0,0
42,-47,-134,6,4,-45,0.0,0
-70,-10,85,-30,65,10,0.0,0
-42,23,150,-5,10,-25,0.0,0
15,15,-20,-10,30,-20,0.0,1
-45,-20,-40,-15,-35,-20,1.0,0
-45,10,25,5,35,20,-1.5,0
-10,16,-82,31,-74,4,0.0,0
6,50,-5,10,-15,14,-1.0,1
-61,-8,77,-48,-13,-15,0.0,0
-10,-18,27,-21,16,-28,-1.0,0
0,-10,-20,15,15,-21,1.5,0
-15,-65,-15,-10,30,-10,0.0,0
-50,-45,-10,10,-60,-37,0.0,0
31,-21,-43,-19,-59,-8,0.0,1
67,63,30,15,30,5,0.0,1
-91,-33,-5,-33,5,5,0.0,0
-2,29,31,1,-16,-4,0.0,0
80,0,-45,-25,5,0,0.0,1
-30,-70,-110,5,-100,-5,0.0,0
-20,-35,-50,-15,-30,10,0.0,0
57,19,-2,-1,-12,-6,0.0,1
-45,-45,0,-15,-80,-25,0.0,0
52,87,50,-10,20,31,0.0,1
-46,-17,21,-26,-8,12,0.0,0
19,-73,-65,-95,-50,-36,0.0,1
-27,-3,12,-13,12,30,1.5,0
55,-25,-95,15,-15,-10,0.0,1
50,61,-21,-36,-19,-35,0.0,1
-17,-42,30,0,-10,-15,0.0,0
25,15,35,55,40,45,0.0,1
-10,-20,35,90,15,45,1.0,0
85,75,-13,-68,-33,-3,0.0,1
4,11,31,9,16,9,0.0,0
21,-5,35,-25,0,-35,0.0,1
-48,-3,-34,-18,-35,53,0.0,0
15,0,-59,-25,-69,-42,0.0,1
50,20,-45,65,-45,-50,0.0,1
81,58,89,-3,25,-6,0.0,1
-70,-10,45,10,-20,-15,0.0,0
-46,55,30,-32,18,14,0.0,0
-30,73,30,17,-20,-2,0.0,0
5,10,32,-2,30,10,1.5,1
23,65,26,95,54,37,0.0,1
27,13,0,-12,40,20,0.0,1
-15,-40,-40,-30,-30,-15,0.0,0
-27,-85,-18,-53,8,0,0.0,0
-75,-35,-35,-30,-30,-25,0.0,0
-25,-25,75,-23,-3,11,0.0,0
69,21,-5,0,15,-5,0.0,1
-60,-40,60,-105,-41,-46,0.0,0
-70,-80,40,-80,55,25,0.0,0
50,45,-15,-15,-15,-5,0.0,1
5,-5,10,75,60,32,0.0,1
-40,-11,26,6,34,30,0.0,0
-32,40,82,-13,6,13,-1.0,0
-35,-95,-35,2,-7,-15,0.0,0
30,-39,-25,0,30,-5,-1.5,0
22,5,13,38,19,12,0.0,1
-50,-50,-60,-70,-70,-50,0.0,0
12,-5,-10,-30,-25,4,0.0,1
-76,-13,8,-74,-6,-46,0.0,0
20,-3,-63,88,58,35,0.0,1
72,95,47,15,55,25,0.0,1
24,81,5,28,13,-6,0.0,1
15,-33,-27,0,-20,-31,-1.5,1
-23,-35,-27,-69,-54,-25,0.0,0
10,72,-25,4,20,25,-1.0,1
33,25,-26,35,-15,-22,0.0,1
-36,-35,-25,-65,-25,-53,0.0,0
-30,5,-12,-42,8,8,0.0,0
-25,6,-38,-64,-5,-13,-1.0,0
16,0,-20,-22,-20,-48,0.0,1
18,45,26,20,32,33,0.0,1
-15,25,28,31,11,26,1.5,0
-10,-20,-15,-25,-15,-10,0.0,0
25,15,-40,55,0,25,0.0,1
-14,47,4,-43,-1,31,0.0,0
14,52,52,26,35,35,-1.5,1
-45,97,65,18,45,40,-1.0,0
-18,0,0,10,0,-7,0.0,0
77,6,-25,73,25,15,0.0,1
-40,-40,-77,-41,-41,-73,0.0,0
5,-15,1,40,1,0,0.0,1
26,24,-1,35,8,-10,0.0,1
8,0,50,-32,3,11,0.0,1
0,0,-95,55,-55,10,0.0,0
11,-19,0,-31,-15,-16,0.0,1
-6,-25,30,82,60,41,0.0,0
29,28,-29,36,-29,25,1.0,1
85,30,-5,10,0,1,0.0,1
45,55,90,0,30,-40,0.0,1
-32,-10,26,-40,41,19,1.5,1
5,-10,30,40,20,15,0.0,1
60,38,50,38,40,40,0.0,1
10,73,25,-19,-21,0,0.0,1
-49,4,-15,-40,-60,-15,0.0,0
-70,20,40,-35,-10,10,0.0,0
-55,15,60,-50,10,5,0.0,0
45,-10,60,45,60,55,0.0,1
-12,-6,11,-86,6,-23,0.0,0
10,-60,-65,-50,30,190,0.0,1
29,-12,-3,18,23,-40,0.0,1
60,20,-21,66,14,36,-1.5,0
